SEAWEA_ID,id,reservoir_name,dam_name,station_name,station_type,country,commission_year,status,dam_height_m,dam_length_m,max_area_km2,min_area_km2,normal_area_km2,max_capacity_mcm,min_capacity_mcm,normal_capacity_mcm,average_depth_m,dam_crest_elevation_m,reservoir_normal_elevation_m,reservoir_minimum_elevation_m,water_head_m,design_flow_m3s,power_mw,main_use,second_use,longitude,latitude,dynamic_id
2094,7127,Nam Chien,Nam Chien,Nam Chien 1,Storage,Vietnam,2013,Operational,283,390,4.027662175,2.411268196,3.423512849,169.9053151,64.91978124,154,67.3,-999.9,-999.9,921.3451565,-99,-999.9,200,Hydropower,SEAWEA_UNKNOWN,104.144193,21.594475,100
2095,7132,Son La,Son La,Son La,Storage,Vietnam,2012,Operational,138,962,235.1632028,154.8845616,224,9260,3100,9260,45.8,-999.9,-999.9,191.0205744,78,-999.9,2400,Hydropower,SEAWEA_UNKNOWN,103.99589,21.497326,151
2096,7137,Tuyen Quang,Tuyen Quang,Tuyen Quang,Storage,Vietnam,2008,Operational,92,718,77.712936,34.02041132,66.0559956,2499.224416,487.1427431,2245,34.5,-999.9,-999.9,89.218077,-99,-999.9,342,Hydropower,SEAWEA_UNKNOWN,105.39934,22.361883,170
2097,7148,Malutang,Malutang,Malutang Dam,Storage,China,2009,Operational,154,493,12.77144389,4.603505856,7.77,632.1571088,147.4185907,546,70.4,-999.9,-999.9,576.9800651,340,-999.9,400,Hydropower,SEAWEA_UNKNOWN,104.744073,23.017413,90
2098,7155,Nalan,Nalan,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2005,Operational,109,333,7.878792431,4.65859173,6,232.4654053,118.7211825,197.5955945,44.9,-999.9,-999.9,405.7257246,-999.9,-999.9,150,Hydropower,SEAWEA_UNKNOWN,103.019659,22.718026,99
2099,7156,Nansha,Nansha,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,85,85,9.872022587,5.613577788,8,244.6734551,86.89184928,212,28.3,-999.9,-999.9,251.6718597,-99,-999.9,150,Hydropower,SEAWEA_UNKNOWN,102.855762,23.231402,125
2100,7171,Shimenkan,Shimenkan,Yunnan Lixianjiang Shimenkan,Storage,China,2010,Operational,116,356,6.219367093,4.157924649,4.4,186.4439773,101.0524398,158.4773807,44.9,-999.9,-999.9,736.873246,70,-999.9,130,Hydropower,SEAWEA_UNKNOWN,101.504055,23.022381,146
2101,7175,Sinanjiang,Sinanjiang,Sinanjiang Dam,Storage,China,2008,Operational,115,366,8.593150927,4.091472365,6.85,264.2797569,86.04196203,224.6377934,39.7,-999.9,-999.9,873.5991864,-99,-999.9,201,Hydropower,SEAWEA_UNKNOWN,101.873658,23.093604,148
2102,7187,Madushan,Madushan,Madushan Dam,SEAWEA_UNKNOWN,China,2011,Operational,108,353,21.26445873,14.14467679,19,506.072022,286.3102744,430.1612187,36,-999.9,-999.9,206.5005143,67,-999.9,288,Hydropower,SEAWEA_UNKNOWN,103.284051,23.047537,85
2103,7211,Puxiqiao,Puxiqiao,Yunnan Puxiqiao,Run of River,China,2013,Operational,144,400,12.00014687,5.914362447,10.20012484,458.3939116,152.0520752,389.6348249,68.8,-999.9,-999.9,701.0412848,109,-999.9,190,Hydropower,SEAWEA_UNKNOWN,101.603999,23.143859,136
2104,9487,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.19375,25.264583,
2105,9619,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,17.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.919052,23.749704,
2106,9620,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,17.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.754262,23.733591,
2107,9628,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.75625,23.672916,
2108,9665,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.541164,23.345256,
2109,9680,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1996,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.485,23.242788,
2110,9720,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.439261,22.972917,
2111,18974,SEAWEA_UNKNOWN,Xiao Guan Cun,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,100.52163,25.527272,
2112,19017,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.931935,25.344725,
2113,19021,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.142238,25.323019,
2114,19023,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,13.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.324686,25.320475,
2115,19066,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.285122,25.210376,
2116,19069,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.332466,25.20926,
2117,19078,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.20625,25.184919,
2118,19082,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.273165,25.180198,
2119,19159,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.675405,24.990616,
2120,19207,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.171273,24.844217,
2121,19327,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.27306,24.375775,
2122,19411,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.178763,24.149781,
2123,19435,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.964583,24.050692,
2124,19512,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.780036,23.830467,
2125,19514,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.642708,23.827193,
2126,19544,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.857395,23.761796,
2127,19557,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.81348,23.7312,
2128,19577,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.721064,23.695963,
2129,19589,SEAWEA_UNKNOWN,Mofanghe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.728223,23.680367,
2130,19598,SEAWEA_UNKNOWN,Jiezihe,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Irrigation,SEAWEA_UNKNOWN,101.738863,23.659234,
2131,19648,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.343855,23.574018,
2132,19728,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.498872,23.413814,
2133,19734,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.060051,23.405179,
2134,19754,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.048852,23.363014,
2135,19918,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.592101,23.091309,
2136,20459,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.157292,21.814583,
2137,20480,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.208964,21.721354,
2138,20481,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,14.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.153704,21.712096,
2139,20505,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,1997,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.297947,21.635785,
2140,20558,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,15.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.443096,21.444675,
2141,31070,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2000,Operational,-99,-99,-99,-99,-99,-99,-99,-99,13.5,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.216595,22.76208,
2142,38369,SEAWEA_UNKNOWN,Unknown 26,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Hydropower,SEAWEA_UNKNOWN,105.279287,23.385319,
2143,38721,SEAWEA_UNKNOWN,Song Chay 5,Song Chay 5,Storage,Vietnam,2012,Operational,-99,-99,0.482,-99,-99,-99,-99,4.858,14.8,-999.9,-999.9,-999.9,-99,-999.9,16,Hydropower,SEAWEA_UNKNOWN,104.53574,22.715702,
2144,38723,SEAWEA_UNKNOWN,Meng Ye Jiang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2013,Operational,79,205.4,13.59,-99,-99,37.15,-99,-99,15.8,-999.9,-999.9,-999.9,-999.9,-999.9,68,Hydropower,SEAWEA_UNKNOWN,101.598417,22.759708,
2145,38724,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.036436,22.784706,
2146,38727,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Yunnan Maguan Huabazi,Run of River,China,2008,Operational,-99,-99,-99,-99,1.98,-99,-99,-99,15.7,-999.9,-999.9,-999.9,66.8,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.947284,23.020363,
2147,38728,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.2,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.929338,23.046004,
2148,38729,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2002,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.284459,23.055508,
2149,38731,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,-99,-99,-99,-99,-99,-99,-99,-99,13.8,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.706273,23.15511,
2150,38734,SEAWEA_UNKNOWN,Mu Di He Shuiku,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2007,Operational,-99,-99,-99,-99,-99,-99,-99,-99,16.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Hydropower,SEAWEA_UNKNOWN,104.151977,23.409435,
2151,38738,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2009,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.655775,23.632726,
2152,38740,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.055916,23.806829,
2153,38741,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.6,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.573012,23.811254,
2154,38742,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2005,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.998533,23.857274,
2155,38747,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2002,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.3,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.925925,24.189413,
2156,38755,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2012,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.9,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,101.762026,24.411797,
2157,38760,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2016,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.4,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.754702,24.579944,
2158,38764,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.316274,24.857938,
2159,38772,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2001,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.7,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,102.098781,25.118807,
2160,38774,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,14.1,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,100.256888,25.396823,
2161,39356,Hang Dong A1,Hang Dong A1,Hang Dong A1,SEAWEA_UNKNOWN,Vietnam,2012,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.1,-999.9,-999.9,-999.9,-99,-999.9,8.4,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.54375,21.267885,
2162,39359,Khao Mang - Upper and lower (Thủy điện Khao Mang Thượng & H ?SEAWEA_UNKNOWN,Khao Mang 1 ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15.5,-999.9,-999.9,-999.9,-999.9,-999.9,30,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.037115,21.859212,,GDWres24
2163,39360,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Nam He ,SEAWEA_UNKNOWN,Vietnam,2015,Operational,-99,-99,-99,-99,-99,-99,-99,-99,15,-999.9,-999.9,-999.9,-999.9,-999.9,16,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.100472,21.963672,
2164,39361,SEAWEA_UNKNOWN,Seo Chong Ho,Seo Chong Ho,Run of River,Vietnam,2015,Operational,40.5,-99,-99,-99,0.58,-99,-99,-99,15,-999.9,-999.9,-999.9,-99,-999.9,22,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.896254,22.24739,
2165,38049,Bao Lam 3,SEAWEA_UNKNOWN,Bao Lam 3 ,SEAWEA_UNKNOWN,Vietnam,2018,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,46,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.487223,23.011625,
2166,38050,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.700174,23.112144,
2167,38051,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.67469,23.122473,
2168,38052,SEAWEA_UNKNOWN,Bai Sheng,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-99,Hydropower,SEAWEA_UNKNOWN,105.658655,23.154768,
2169,38053,SEAWEA_UNKNOWN,Na En,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2006,Operational,68.6,-99,-99,-99,-99,21.6,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,25.5,Hydropower,SEAWEA_UNKNOWN,105.662858,23.201591,
2170,38054,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,105.646003,23.249139,
2171,38055,SEAWEA_UNKNOWN,Bai Lang,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,2008,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,25,Hydropower,SEAWEA_UNKNOWN,105.60592,23.270596,
2172,38413,SEAWEA_UNKNOWN,Dong Fang Hong 2,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,China,1975,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,6,Hydropower,SEAWEA_UNKNOWN,104.404322,23.251487,
2173,38432,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Song Chung ,SEAWEA_UNKNOWN,Vietnam,2011,Operational,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,19.5,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.635076,22.430259,
2174,38433,Muong Hum,Muong Hum,Muong Hum,Storage,Vietnam,2011,Operational,29.5,45,-99,-99,0.221,-99,-99,1.914,-99,-999.9,-999.9,-999.9,110,-999.9,32,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.714171,22.540516,
2175,38434,SEAWEA_UNKNOWN,Ngoi Phat,Ngoi Phat,Run of River,Vietnam,2014,Operational,20,95,0.257,-99,0.257,-99,-99,2.099,-99,-999.9,-999.9,-999.9,301.8,-999.9,72,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,103.743602,22.554526,
2176,38435,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,Vietnam,-99,Potential,-99,-99,-99,-99,-99,-99,-99,-99,-99,-999.9,-999.9,-999.9,-999.9,-999.9,-99,SEAWEA_UNKNOWN,SEAWEA_UNKNOWN,104.341039,22.709136,
